ticker,timestamp,minutes_remaining,side,entry_price,model_prob,market_prob_implied,edge,n_contracts,stake_dollars,fees,won,pnl,strike,btc_price_at_entry,vol_5m,bankroll_after
KXBTC15M-SYNTH-00000,2026-08-13 00:01:00+00:00,14,NO,0.3703,0.4918626544892491,0.3703,0.13783734551075094,27.005130974885226,10.0,0.45,False,-10.45,69524.23,69580.27,0.0009154388756554,989.55
KXBTC15M-SYNTH-00001,2026-08-13 00:18:00+00:00,12,YES,0.2884,0.49047763687062557,0.2884,0.20207763687062558,34.311719833564496,9.8955,0.5,False,-10.3955,69646.75,69561.46,0.000674453868709,979.1545
KXBTC15M-SYNTH-00002,2026-08-13 00:31:00+00:00,14,YES,0.3728,0.49077486746032367,0.3728,0.11797486746032365,26.26487392703862,9.791545,0.43,False,-10.221544999999999,69498.28,69443.36,0.0003985188320621,968.932955
KXBTC15M-SYNTH-00003,2026-08-13 00:46:00+00:00,14,NO,0.3461,0.49196447757776934,0.3461,0.16193552242223058,27.99575137243571,9.68932955,0.45,False,-10.13932955,69323.66,69389.77,0.0003070600507516,958.79362545
KXBTC15M-SYNTH-00004,2026-08-13 01:01:00+00:00,14,NO,0.4253,0.49164256080389707,0.4253,0.08305743919610298,22.543936643545734,9.5879362545,0.39,False,-9.977936254500001,69376.11,69409.55,0.0004251997462164,948.8156891955
KXBTC15M-SYNTH-00005,2026-08-13 01:16:00+00:00,14,YES,0.4366,0.4910301952309676,0.4366,0.05443019523096759,21.731921419961065,9.488156891955,0.38,False,-9.868156891955001,69431.18,69402.24,6.050772707820619e-05,938.947532303545
KXBTC15M-SYNTH-00006,2026-08-13 01:31:00+00:00,14,YES,0.431,0.49100736630180386,0.431,0.060007366301803866,21.785325575488283,9.38947532303545,0.38,False,-9.76947532303545,69081.9,69050.88,0.0005125565668691,929.1780569805096
KXBTC15M-SYNTH-00007,2026-08-13 01:46:00+00:00,14,YES,0.4161,0.4909484634846471,0.4161,0.07484846348464708,22.330643042069443,9.291780569805097,0.38,False,-9.671780569805097,69020.36,68983.42,0.0005809518203138,919.5062764107045
KXBTC15M-SYNTH-00008,2026-08-13 02:03:00+00:00,12,YES,0.4217,0.49099657407079894,0.4217,0.06929657407079892,21.80474926276273,9.195062764107044,0.38,True,12.229686498655687,68972.21,68940.13,0.0001794345691511,931.7359629093602
KXBTC15M-SYNTH-00009,2026-08-13 02:16:00+00:00,14,NO,0.3809,0.49182040200699756,0.3809,0.12727959799300237,24.461432473335787,9.317359629093602,0.41,False,-9.727359629093602,69075.58,69126.86,0.0002925230460976,922.0086032802666
KXBTC15M-SYNTH-00010,2026-08-13 02:31:00+00:00,14,NO,0.454,0.4915299596786145,0.454,0.05447004032138553,20.308559543618205,9.220086032802666,0.36,True,10.728473510815542,69106.46,69128.4,0.0006259298103867,932.7370767910821
KXBTC15M-SYNTH-00011,2026-08-13 02:46:00+00:00,14,YES,0.2172,0.4900608074336249,0.2172,0.2728608074336249,42.943695984856454,9.327370767910821,0.52,False,-9.84737076791082,69044.16,68917.37,0.000707261154496,922.8897060231714
KXBTC15M-SYNTH-00012,2026-08-13 03:07:00+00:00,8,NO,0.4392,0.491519425565747,0.4392,0.069280574434253,21.012971448615016,9.228897060231715,0.37,False,-9.598897060231714,68782.87,68803.76,0.0005095348774169,913.2908089629396
KXBTC15M-SYNTH-00013,2026-08-13 03:16:00+00:00,14,NO,0.1842,0.4927551095330535,0.1842,0.3230448904669464,49.58147714239629,9.132908089629396,0.53,False,-9.662908089629395,68818.52,68963.99,0.0006954273037215,903.6279008733103
KXBTC15M-SYNTH-00014,2026-08-13 03:33:00+00:00,12,YES,0.3909,0.49088186669463363,0.3909,0.0999818666946336,23.116600175832957,9.036279008733104,0.39,True,13.690321167099853,68845.21,68801.7,0.0006475730822525,917.3182220404101
KXBTC15M-SYNTH-00015,2026-08-13 03:48:00+00:00,12,NO,0.4088,0.49167833031753655,0.4088,0.09952166968246351,22.439291145802596,9.173182220404101,0.38,True,12.886108925398492,68846.0,68882.81,0.0002645501126233,930.2043309658086
KXBTC15M-SYNTH-00016,2026-08-13 04:01:00+00:00,14,YES,0.4345,0.4910216193071174,0.4345,0.05652161930711741,21.408615212101466,9.302043309658087,0.37,False,-9.672043309658086,68732.6,68703.14,0.0003386205798125,920.5322876561505
KXBTC15M-SYNTH-00017,2026-08-13 04:16:00+00:00,14,NO,0.433,0.49161136732647387,0.433,0.07538863267352608,21.259406181435345,9.205322876561505,0.37,False,-9.575322876561504,68449.38,68479.34,0.0009363313324989,910.956964779589
KXBTC15M-SYNTH-00018,2026-08-13 04:31:00+00:00,14,YES,0.2687,0.49031996777565223,0.2687,0.22161996777565224,33.9023805277108,9.10956964779589,0.47,True,24.322810879914908,68507.61,68407.78,0.0004020706905716,935.2797756595039
KXBTC15M-SYNTH-00019,2026-08-13 04:46:00+00:00,14,NO,0.4511,0.49154131220654185,0.4511,0.05735868779345815,20.733313581456528,9.35279775659504,0.36,False,-9.71279775659504,68563.57,68586.47,0.0005795439181675,925.5669779029089
KXBTC15M-SYNTH-00020,2026-08-13 05:01:00+00:00,14,NO,0.379,0.4918275599470859,0.379,0.12917244005291417,24.421292292952742,9.25566977902909,0.41,True,14.755622513923653,68621.97,68673.68,0.0005373031443138,940.3226004168325
KXBTC15M-SYNTH-00021,2026-08-13 05:16:00+00:00,14,NO,0.4418,0.49157774328619835,0.4418,0.06662225671380168,21.283897700697885,9.403226004168326,0.37,True,11.510671696529561,68497.91,68524.42,0.0004391037495235,951.8332721133621
KXBTC15M-SYNTH-00022,2026-08-13 05:31:00+00:00,14,NO,0.3932,0.49176977231210084,0.3932,0.11503022768789917,24.207356869617552,9.518332721133621,0.41,True,14.27902414848393,68360.84,68406.59,0.0006872623740408,966.112296261846
KXBTC15M-SYNTH-00023,2026-08-13 05:46:00+00:00,14,YES,0.4156,0.49094700890271836,0.4156,0.07534700890271834,23.246205396098315,9.66112296261846,0.4,False,-10.06112296261846,68347.03,68310.26,0.0003457809221463,956.0511732992276
KXBTC15M-SYNTH-00024,2026-08-13 06:07:00+00:00,8,YES,0.0599,0.48940385609826326,0.0599,0.42950385609826325,159.60787534210812,9.560511732992277,0.63,False,-10.190511732992277,68299.55,68108.46,0.0006507281367824,945.8606615662353
KXBTC15M-SYNTH-00025,2026-08-13 06:18:00+00:00,12,NO,0.4559,0.4915065073057228,0.4559,0.05259349269427721,20.747108172104305,9.458606615662353,0.37,True,10.918501556441953,68207.23,68226.58,0.0006014160605727,956.7791631226772
KXBTC15M-SYNTH-00026,2026-08-13 06:31:00+00:00,14,YES,0.2721,0.4903357318681641,0.2721,0.21823573186816408,35.16277703501202,9.567791631226772,0.49,True,25.10498540378525,67946.44,67849.02,0.0005173505165672,981.8841485264625
KXBTC15M-SYNTH-00027,2026-08-13 06:46:00+00:00,14,NO,0.351,0.4919442757020381,0.351,0.157055724297962,27.973907365426285,9.818841485264626,0.45,False,-10.268841485264625,68079.43,68142.31,0.0001636099397,971.6153070411979
KXBTC15M-SYNTH-00028,2026-08-13 07:03:00+00:00,12,YES,0.3171,0.490597139991447,0.3171,0.173497139991447,30.640659320126076,9.716153070411979,0.47,False,-10.18615307041198,68247.35,68175.64,0.0001891721517479,961.4291539707859
KXBTC15M-SYNTH-00029,2026-08-13 07:16:00+00:00,14,NO,0.3847,0.49180376539386833,0.3847,0.12349623460613174,24.99165983807606,9.61429153970786,0.42,True,14.957368298368198,67981.66,68030.57,0.0008237716253911,976.3865222691542
KXBTC15M-SYNTH-00030,2026-08-13 07:31:00+00:00,14,YES,0.4077,0.49091536291559584,0.4077,0.08321536291559584,23.948651515063876,9.763865222691543,0.41,False,-10.173865222691543,67787.24,67747.67,0.0005801157458472,966.2126570464626
KXBTC15M-SYNTH-00031,2026-08-13 07:48:00+00:00,12,YES,0.312,0.4905765632787106,0.312,0.17857656327871058,30.968354392514826,9.662126570464626,0.47,True,20.836227822050198,67637.56,67564.46,0.0002418864169997,987.0488848685128
KXBTC15M-SYNTH-00032,2026-08-13 08:01:00+00:00,14,YES,0.4166,0.49095086169022845,0.4166,0.07435086169022842,23.692964111102082,9.870488848685127,0.41,True,13.412475262416953,67655.73,67619.73,0.0004305088596642,1000.4613601309297
KXBTC15M-SYNTH-00033,2026-08-13 08:16:00+00:00,14,YES,0.3969,0.4908719547220103,0.3969,0.09397195472201031,25.206887380471905,10.004613601309298,0.43,True,14.772273779162605,67707.27,67663.46,0.0006999302316874,1015.2336339100923
KXBTC15M-SYNTH-00034,2026-08-13 08:31:00+00:00,14,YES,0.3476,0.49066952266869845,0.3476,0.14306952266869843,29.206951493385855,10.152336339100923,0.47,True,18.584615154284933,67743.44,67679.52,0.0008065644710619,1033.8182490643771
KXBTC15M-SYNTH-00035,2026-08-13 08:48:00+00:00,12,NO,0.2209,0.4924564118482499,0.2209,0.28664358815175006,46.800282891099016,10.338182490643772,0.57,False,-10.908182490643773,67787.29,67900.94,0.000687948344458,1022.9100665737334
KXBTC15M-SYNTH-00036,2026-08-13 09:01:00+00:00,14,YES,0.3166,0.49053723201847077,0.3166,0.17393723201847078,32.30922509708571,10.229100665737334,0.49,False,-10.719100665737335,67841.74,67764.53,0.0006036915867435,1012.1909659079961
KXBTC15M-SYNTH-00037,2026-08-13 09:16:00+00:00,14,NO,0.4484,0.4915518864811203,0.4484,0.06004811351887962,22.573393530508387,10.12190965907996,0.4,False,-10.521909659079961,67818.05,67841.75,0.0005668354044136,1001.6690562489161
KXBTC15M-SYNTH-00038,2026-08-13 09:35:00+00:00,10,NO,0.4323,0.491567115481006,0.4323,0.07613288451899403,23.17069295047227,10.016690562489162,0.4,False,-10.416690562489162,67910.77,67936.12,0.0006250774438592,991.252365686427
KXBTC15M-SYNTH-00039,2026-08-13 09:46:00+00:00,14,NO,0.4089,0.49170727530688085,0.4089,0.09939272469311916,24.24192628237777,9.91252365686427,0.42,False,-10.33252365686427,68000.65,68039.88,0.0004315420868965,980.9198420295627
KXBTC15M-SYNTH-00040,2026-08-13 10:01:00+00:00,14,YES,0.4074,0.4909136115034677,0.4074,0.0835136115034677,24.077561169110528,9.809198420295628,0.41,False,-10.219198420295628,68082.73,68042.88,0.0009363989364196,970.7006436092671
KXBTC15M-SYNTH-00041,2026-08-13 10:16:00+00:00,14,NO,0.426,0.4916396567237701,0.426,0.08236034327622993,22.78640008472458,9.707006436092671,0.4,False,-10.107006436092671,67773.45,67805.85,0.0005371568953021,960.5936371731744
KXBTC15M-SYNTH-00042,2026-08-13 10:33:00+00:00,12,NO,0.3442,0.4919230110569599,0.3442,0.1638769889430401,27.908008052677932,9.605936371731744,0.45,False,-10.055936371731743,67994.23,68054.97,0.0002337424460648,950.5377008014427
KXBTC15M-SYNTH-00043,2026-08-13 10:46:00+00:00,14,YES,0.371,0.49076699189823325,0.371,0.11976699189823325,25.620962285753173,9.505377008014428,0.42,True,15.695585277738745,68053.34,67998.81,0.0005784321408351,966.2332860791814
KXBTC15M-SYNTH-00044,2026-08-13 11:03:00+00:00,12,NO,0.41,0.4916740567117199,0.41,0.0983259432882801,23.566665514126377,9.662332860791814,0.4,False,-10.062332860791814,68069.82,68105.79,0.0002724742104625,956.1709532183896
KXBTC15M-SYNTH-00045,2026-08-13 11:16:00+00:00,14,YES,0.3143,0.49052786047624336,0.3143,0.17622786047624334,30.422238409748314,9.561709532183896,0.46,False,-10.021709532183896,68106.23,68027.73,0.0003224746986604,946.1492436862058
